0,1,2,3,4,5,6
16,+2 Laps,56,0,George Russell,Williams,2019 Australian Grand Prix
17,+3 Laps,55,0,Robert Kubica,Williams,2019 Australian Grand Prix
,Wheel,29,0,Romain Grosjean,Haas F1 Team,2019 Australian Grand Prix
,Damage,28,0,Daniel Ricciardo,Renault,2019 Australian Grand Prix
,Engine,9,0,Carlos Sainz,McLaren,2019 Australian Grand Prix
1,1:34:21.295,57,25,Lewis Hamilton,Mercedes,2019 Bahrain Grand Prix
2,+2.980,57,18,Valtteri Bottas,Mercedes,2019 Bahrain Grand Prix
3,+6.131,57,16,Charles Leclerc,Ferrari,2019 Bahrain Grand Prix
4,+6.408,57,12,Max Verstappen,Red Bull,2019 Bahrain Grand Prix
5,+36.068,57,10,Sebastian Vettel,Ferrari,2019 Bahrain Grand Prix
6,+45.754,57,8,Lando Norris,McLaren,2019 Bahrain Grand Prix
7,+47.470,57,6,Kimi Räikkönen,Alfa Romeo,2019 Bahrain Grand Prix
8,+58.094,57,4,Pierre Gasly,Red Bull,2019 Bahrain Grand Prix
9,+1:02.697,57,2,Alexander Albon,Toro Rosso,2019 Bahrain Grand Prix
10,+1:03.696,57,1,Sergio Pérez,Racing Point,2019 Bahrain Grand Prix
11,+1:04.599,57,0,Antonio Giovinazzi,Alfa Romeo,2019 Bahrain Grand Prix
12,+1 Lap,56,0,Daniil Kvyat,Toro Rosso,2019 Bahrain Grand Prix
13,+1 Lap,56,0,Kevin Magnussen,Haas F1 Team,2019 Bahrain Grand Prix
14,+1 Lap,56,0,Lance Stroll,Racing Point,2019 Bahrain Grand Prix
15,+1 Lap,56,0,George Russell,Williams,2019 Bahrain Grand Prix
16,+2 Laps,55,0,Robert Kubica,Williams,2019 Bahrain Grand Prix
,Collision damage,53,0,Carlos Sainz,McLaren,2019 Bahrain Grand Prix
,Out of fuel,53,0,Daniel Ricciardo,Renault,2019 Bahrain Grand Prix
,Engine,53,0,Nico Hülkenberg,Renault,2019 Bahrain Grand Prix
,Retired,16,0,Romain Grosjean,Haas F1 Team,2019 Bahrain Grand Prix
1,1:32:06.350,56,25,Lewis Hamilton,Mercedes,2019 Chinese Grand Prix
2,+6.552,56,18,Valtteri Bottas,Mercedes,2019 Chinese Grand Prix
3,+13.774,56,15,Sebastian Vettel,Ferrari,2019 Chinese Grand Prix
4,+27.627,56,12,Max Verstappen,Red Bull,2019 Chinese Grand Prix
5,+31.276,56,10,Charles Leclerc,Ferrari,2019 Chinese Grand Prix
6,+1:29.307,56,9,Pierre Gasly,Red Bull,2019 Chinese Grand Prix
7,+1 Lap,55,6,Daniel Ricciardo,Renault,2019 Chinese Grand Prix
8,+1 Lap,55,4,Sergio Pérez,Racing Point,2019 Chinese Grand Prix
9,+1 Lap,55,2,Kimi Räikkönen,Alfa Romeo,2019 Chinese Grand Prix
10,+1 Lap,55,1,Alexander Albon,Toro Rosso,2019 Chinese Grand Prix
11,+1 Lap,55,0,Romain Grosjean,Haas F1 Team,2019 Chinese Grand Prix
12,+1 Lap,55,0,Lance Stroll,Racing Point,2019 Chinese Grand Prix
13,+1 Lap,55,0,Kevin Magnussen,Haas F1 Team,2019 Chinese Grand Prix
14,+1 Lap,55,0,Carlos Sainz,McLaren,2019 Chinese Grand Prix
15,+1 Lap,55,0,Antonio Giovinazzi,Alfa Romeo,2019 Chinese Grand Prix
16,+2 Laps,54,0,George Russell,Williams,2019 Chinese Grand Prix
17,+2 Laps,54,0,Robert Kubica,Williams,2019 Chinese Grand Prix
18,Collision,50,0,Lando Norris,McLaren,2019 Chinese Grand Prix
,Collision,41,0,Daniil Kvyat,Toro Rosso,2019 Chinese Grand Prix
,Power Unit,16,0,Nico Hülkenberg,Renault,2019 Chinese Grand Prix
1,1:31:52.942,51,25,Valtteri Bottas,Mercedes,2019 Azerbaijan Grand Prix
2,+1.524,51,18,Lewis Hamilton,Mercedes,2019 Azerbaijan Grand Prix
3,+11.739,51,15,Sebastian Vettel,Ferrari,2019 Azerbaijan Grand Prix
4,+17.493,51,12,Max Verstappen,Red Bull,2019 Azerbaijan Grand Prix
5,+1:09.107,51,11,Charles Leclerc,Ferrari,2019 Azerbaijan Grand Prix
6,+1:16.416,51,8,Sergio Pérez,Racing Point,2019 Azerbaijan Grand Prix
7,+1:23.826,51,6,Carlos Sainz,McLaren,2019 Azerbaijan Grand Prix
8,+1:40.268,51,4,Lando Norris,McLaren,2019 Azerbaijan Grand Prix
9,+1:43.816,51,2,Lance Stroll,Racing Point,2019 Azerbaijan Grand Prix
10,+1 Lap,50,1,Kimi Räikkönen,Alfa Romeo,2019 Azerbaijan Grand Prix
11,+1 Lap,50,0,Alexander Albon,Toro Rosso,2019 Azerbaijan Grand Prix
12,+1 Lap,50,0,Antonio Giovinazzi,Alfa Romeo,2019 Azerbaijan Grand Prix
13,+1 Lap,50,0,Kevin Magnussen,Haas F1 Team,2019 Azerbaijan Grand Prix
14,+1 Lap,50,0,Nico Hülkenberg,Renault,2019 Azerbaijan Grand Prix
15,+2 Laps,49,0,George Russell,Williams,2019 Azerbaijan Grand Prix
16,+2 Laps,49,0,Robert Kubica,Williams,2019 Azerbaijan Grand Prix
,Transmission,38,0,Pierre Gasly,Red Bull,2019 Azerbaijan Grand Prix
,Brakes,38,0,Romain Grosjean,Haas F1 Team,2019 Azerbaijan Grand Prix
,Collision,33,0,Daniil Kvyat,Toro Rosso,2019 Azerbaijan Grand Prix
,Collision,31,0,Daniel Ricciardo,Renault,2019 Azerbaijan Grand Prix
1,1:35:50.443,66,26,Lewis Hamilton,Mercedes,2019 Spanish Grand Prix
2,+4.074,66,18,Valtteri Bottas,Mercedes,2019 Spanish Grand Prix
3,+7.679,66,15,Max Verstappen,Red Bull,2019 Spanish Grand Prix
4,+9.167,66,12,Sebastian Vettel,Ferrari,2019 Spanish Grand Prix
5,+13.361,66,10,Charles Leclerc,Ferrari,2019 Spanish Grand Prix
6,+19.576,66,8,Pierre Gasly,Red Bull,2019 Spanish Grand Prix
7,+28.159,66,6,Kevin Magnussen,Haas F1 Team,2019 Spanish Grand Prix
8,+32.342,66,4,Carlos Sainz,McLaren,2019 Spanish Grand Prix
9,+33.056,66,2,Daniil Kvyat,Toro Rosso,2019 Spanish Grand Prix
10,+34.641,66,1,Romain Grosjean,Haas F1 Team,2019 Spanish Grand Prix
11,+35.445,66,0,Alexander Albon,Toro Rosso,2019 Spanish Grand Prix
12,+36.758,66,0,Daniel Ricciardo,Renault,2019 Spanish Grand Prix
13,+39.241,66,0,Nico Hülkenberg,Renault,2019 Spanish Grand Prix
14,+41.803,66,0,Kimi Räikkönen,Alfa Romeo,2019 Spanish Grand Prix
15,+46.877,66,0,Sergio Pérez,Racing Point,2019 Spanish Grand Prix
16,+47.691,66,0,Antonio Giovinazzi,Alfa Romeo,2019 Spanish Grand Prix
17,+1 Lap,65,0,George Russell,Williams,2019 Spanish Grand Prix
18,+1 Lap,65,0,Robert Kubica,Williams,2019 Spanish Grand Prix
,Collision,44,0,Lance Stroll,Racing Point,2019 Spanish Grand Prix
,Collision,44,0,Lando Norris,McLaren,2019 Spanish Grand Prix
1,1:43:28.437,78,25,Lewis Hamilton,Mercedes,2019 Monaco Grand Prix
2,+2.602,78,18,Sebastian Vettel,Ferrari,2019 Monaco Grand Prix
3,+3.162,78,15,Valtteri Bottas,Mercedes,2019 Monaco Grand Prix
4,+5.537,78,12,Max Verstappen,Red Bull,2019 Monaco Grand Prix
5,+9.946,78,11,Pierre Gasly,Red Bull,2019 Monaco Grand Prix
6,+53.454,78,8,Carlos Sainz,McLaren,2019 Monaco Grand Prix
7,+54.574,78,6,Daniil Kvyat,Toro Rosso,2019 Monaco Grand Prix
8,+55.200,78,4,Alexander Albon,Toro Rosso,2019 Monaco Grand Prix
9,+1:00.894,78,2,Daniel Ricciardo,Renault,2019 Monaco Grand Prix
10,+1:01.034,78,1,Romain Grosjean,Haas F1 Team,2019 Monaco Grand Prix
11,+1:06.801,78,0,Lando Norris,McLaren,2019 Monaco Grand Prix
12,+1 Lap,77,0,Kevin Magnussen,Haas F1 Team,2019 Monaco Grand Prix
13,+1 Lap,77,0,Sergio Pérez,Racing Point,2019 Monaco Grand Prix
14,+1 Lap,77,0,Nico Hülkenberg,Renault,2019 Monaco Grand Prix
15,+1 Lap,77,0,George Russell,Williams,2019 Monaco Grand Prix
16,+1 Lap,77,0,Lance Stroll,Racing Point,2019 Monaco Grand Prix
17,+1 Lap,77,0,Kimi Räikkönen,Alfa Romeo,2019 Monaco Grand Prix
18,+1 Lap,77,0,Robert Kubica,Williams,2019 Monaco Grand Prix
19,+2 Laps,76,0,Antonio Giovinazzi,Alfa Romeo,2019 Monaco Grand Prix
,Collision,16,0,Charles Leclerc,Ferrari,2019 Monaco Grand Prix
1,1:29:07.084,70,25,Lewis Hamilton,Mercedes,2019 Canadian Grand Prix
2,+3.658,70,18,Sebastian Vettel,Ferrari,2019 Canadian Grand Prix
3,+4.696,70,15,Charles Leclerc,Ferrari,2019 Canadian Grand Prix
4,+51.043,70,13,Valtteri Bottas,Mercedes,2019 Canadian Grand Prix
5,+57.655,70,10,Max Verstappen,Red Bull,2019 Canadian Grand Prix
6,+1 Lap,69,8,Daniel Ricciardo,Renault,2019 Canadian Grand Prix
7,+1 Lap,69,6,Nico Hülkenberg,Renault,2019 Canadian Grand Prix
8,+1 Lap,69,4,Pierre Gasly,Red Bull,2019 Canadian Grand Prix
9,+1 Lap,69,2,Lance Stroll,Racing Point,2019 Canadian Grand Prix
10,+1 Lap,69,1,Daniil Kvyat,Toro Rosso,2019 Canadian Grand Prix
11,+1 Lap,69,0,Carlos Sainz,McLaren,2019 Canadian Grand Prix
12,+1 Lap,69,0,Sergio Pérez,Racing Point,2019 Canadian Grand Prix
13,+1 Lap,69,0,Antonio Giovinazzi,Alfa Romeo,2019 Canadian Grand Prix
14,+1 Lap,69,0,Romain Grosjean,Haas F1 Team,2019 Canadian Grand Prix
15,+1 Lap,69,0,Kimi Räikkönen,Alfa Romeo,2019 Canadian Grand Prix
16,+2 Laps,68,0,George Russell,Williams,2019 Canadian Grand Prix
17,+2 Laps,68,0,Kevin Magnussen,Haas F1 Team,2019 Canadian Grand Prix
18,+3 Laps,67,0,Robert Kubica,Williams,2019 Canadian Grand Prix
,Collision damage,59,0,Alexander Albon,Toro Rosso,2019 Canadian Grand Prix
,Suspension,8,0,Lando Norris,McLaren,2019 Canadian Grand Prix
1,1:24:31.198,53,25,Lewis Hamilton,Mercedes,2019 French Grand Prix
2,+18.056,53,18,Valtteri Bottas,Mercedes,2019 French Grand Prix
3,+18.985,53,15,Charles Leclerc,Ferrari,2019 French Grand Prix
4,+34.905,53,12,Max Verstappen,Red Bull,2019 French Grand Prix
5,+1:02.796,53,11,Sebastian Vettel,Ferrari,2019 French Grand Prix
6,+1:35.462,53,8,Carlos Sainz,McLaren,2019 French Grand Prix
7,+1 Lap,52,6,Kimi Räikkönen,Alfa Romeo,2019 French Grand Prix
8,+1 Lap,52,4,Nico Hülkenberg,Renault,2019 French Grand Prix
9,+1 Lap,52,2,Lando Norris,McLaren,2019 French Grand Prix
10,+1 Lap,52,1,Pierre Gasly,Red Bull,2019 French Grand Prix
11,+1 Lap,52,0,Daniel Ricciardo,Renault,2019 French Grand Prix
12,+1 Lap,52,0,Sergio Pérez,Racing Point,2019 French Grand Prix
13,+1 Lap,52,0,Lance Stroll,Racing Point,2019 French Grand Prix
14,+1 Lap,52,0,Daniil Kvyat,Toro Rosso,2019 French Grand Prix
15,+1 Lap,52,0,Alexander Albon,Toro Rosso,2019 French Grand Prix
16,+1 Lap,52,0,Antonio Giovinazzi,Alfa Romeo,2019 French Grand Prix
17,+1 Lap,52,0,Kevin Magnussen,Haas F1 Team,2019 French Grand Prix
18,+2 Laps,51,0,Robert Kubica,Williams,2019 French Grand Prix
19,+2 Laps,51,0,George Russell,Williams,2019 French Grand Prix
20,Retired,44,0,Romain Grosjean,Haas F1 Team,2019 French Grand Prix
1,1:22:01.822,71,26,Max Verstappen,Red Bull,2019 Austrian Grand Prix
2,+2.724,71,18,Charles Leclerc,Ferrari,2019 Austrian Grand Prix
3,+18.960,71,15,Valtteri Bottas,Mercedes,2019 Austrian Grand Prix
4,+19.610,71,12,Sebastian Vettel,Ferrari,2019 Austrian Grand Prix
5,+22.805,71,10,Lewis Hamilton,Mercedes,2019 Austrian Grand Prix
6,+1 Lap,70,8,Lando Norris,McLaren,2019 Austrian Grand Prix
7,+1 Lap,70,6,Pierre Gasly,Red Bull,2019 Austrian Grand Prix
8,+1 Lap,70,4,Carlos Sainz,McLaren,2019 Austrian Grand Prix
9,+1 Lap,70,2,Kimi Räikkönen,Alfa Romeo,2019 Austrian Grand Prix
10,+1 Lap,70,1,Antonio Giovinazzi,Alfa Romeo,2019 Austrian Grand Prix
11,+1 Lap,70,0,Sergio Pérez,Racing Point,2019 Austrian Grand Prix
12,+1 Lap,70,0,Daniel Ricciardo,Renault,2019 Austrian Grand Prix
13,+1 Lap,70,0,Nico Hülkenberg,Renault,2019 Austrian Grand Prix
14,+1 Lap,70,0,Lance Stroll,Racing Point,2019 Austrian Grand Prix
15,+1 Lap,70,0,Alexander Albon,Toro Rosso,2019 Austrian Grand Prix
16,+1 Lap,70,0,Romain Grosjean,Haas F1 Team,2019 Austrian Grand Prix
17,+1 Lap,70,0,Daniil Kvyat,Toro Rosso,2019 Austrian Grand Prix
18,+2 Laps,69,0,George Russell,Williams,2019 Austrian Grand Prix
19,+2 Laps,69,0,Kevin Magnussen,Haas F1 Team,2019 Austrian Grand Prix
20,+3 Laps,68,0,Robert Kubica,Williams,2019 Austrian Grand Prix
1,1:21:08.452,52,26,Lewis Hamilton,Mercedes,2019 British Grand Prix
2,+24.928,52,18,Valtteri Bottas,Mercedes,2019 British Grand Prix
3,+30.117,52,15,Charles Leclerc,Ferrari,2019 British Grand Prix
4,+34.692,52,12,Pierre Gasly,Red Bull,2019 British Grand Prix
5,+39.458,52,10,Max Verstappen,Red Bull,2019 British Grand Prix
6,+53.639,52,8,Carlos Sainz,McLaren,2019 British Grand Prix
7,+54.401,52,6,Daniel Ricciardo,Renault,2019 British Grand Prix
8,+1:05.540,52,4,Kimi Räikkönen,Alfa Romeo,2019 British Grand Prix
9,+1:06.720,52,2,Daniil Kvyat,Toro Rosso,2019 British Grand Prix
10,+1:12.733,52,1,Nico Hülkenberg,Renault,2019 British Grand Prix
11,+1:14.281,52,0,Lando Norris,McLaren,2019 British Grand Prix
12,+1:15.617,52,0,Alexander Albon,Toro Rosso,2019 British Grand Prix
13,+1:21.086,52,0,Lance Stroll,Racing Point,2019 British Grand Prix
14,+1 Lap,51,0,George Russell,Williams,2019 British Grand Prix
15,+1 Lap,51,0,Robert Kubica,Williams,2019 British Grand Prix
16,+1 Lap,51,0,Sebastian Vettel,Ferrari,2019 British Grand Prix
17,+1 Lap,51,0,Sergio Pérez,Racing Point,2019 British Grand Prix
,Spun off,18,0,Antonio Giovinazzi,Alfa Romeo,2019 British Grand Prix
,Collision,9,0,Romain Grosjean,Haas F1 Team,2019 British Grand Prix
,Collision,6,0,Kevin Magnussen,Haas F1 Team,2019 British Grand Prix
1,1:44:31.275,64,26,Max Verstappen,Red Bull,2019 German Grand Prix
2,+7.333,64,18,Sebastian Vettel,Ferrari,2019 German Grand Prix
3,+8.305,64,15,Daniil Kvyat,Toro Rosso,2019 German Grand Prix
4,+8.966,64,12,Lance Stroll,Racing Point,2019 German Grand Prix
5,+9.583,64,10,Carlos Sainz,McLaren,2019 German Grand Prix
6,+10.052,64,8,Alexander Albon,Toro Rosso,2019 German Grand Prix
7,+16.838,64,6,Romain Grosjean,Haas F1 Team,2019 German Grand Prix
8,+18.765,64,4,Kevin Magnussen,Haas F1 Team,2019 German Grand Prix
9,+19.667,64,2,Lewis Hamilton,Mercedes,2019 German Grand Prix
10,+24.987,64,1,Robert Kubica,Williams,2019 German Grand Prix
11,+26.404,64,0,George Russell,Williams,2019 German Grand Prix
12,+42.214,64,0,Kimi Räikkönen,Alfa Romeo,2019 German Grand Prix
13,+43.849,64,0,Antonio Giovinazzi,Alfa Romeo,2019 German Grand Prix
14,Collision,61,0,Pierre Gasly,Red Bull,2019 German Grand Prix
,Accident,56,0,Valtteri Bottas,Mercedes,2019 German Grand Prix
,Accident,39,0,Nico Hülkenberg,Renault,2019 German Grand Prix
,Accident,27,0,Charles Leclerc,Ferrari,2019 German Grand Prix
,Power loss,25,0,Lando Norris,McLaren,2019 German Grand Prix
,Exhaust,13,0,Daniel Ricciardo,Renault,2019 German Grand Prix
,Spun off,1,0,Sergio Pérez,Racing Point,2019 German Grand Prix
1,1:35:03.796,70,25,Lewis Hamilton,Mercedes,2019 Hungarian Grand Prix
2,+17.796,70,19,Max Verstappen,Red Bull,2019 Hungarian Grand Prix
3,+1:01.433,70,15,Sebastian Vettel,Ferrari,2019 Hungarian Grand Prix
4,+1:05.250,70,12,Charles Leclerc,Ferrari,2019 Hungarian Grand Prix
5,+1 Lap,69,10,Carlos Sainz,McLaren,2019 Hungarian Grand Prix
6,+1 Lap,69,8,Pierre Gasly,Red Bull,2019 Hungarian Grand Prix
7,+1 Lap,69,6,Kimi Räikkönen,Alfa Romeo,2019 Hungarian Grand Prix
8,+1 Lap,69,4,Valtteri Bottas,Mercedes,2019 Hungarian Grand Prix
9,+1 Lap,69,2,Lando Norris,McLaren,2019 Hungarian Grand Prix
10,+1 Lap,69,1,Alexander Albon,Toro Rosso,2019 Hungarian Grand Prix
11,+1 Lap,69,0,Sergio Pérez,Racing Point,2019 Hungarian Grand Prix
12,+1 Lap,69,0,Nico Hülkenberg,Renault,2019 Hungarian Grand Prix
13,+1 Lap,69,0,Kevin Magnussen,Haas F1 Team,2019 Hungarian Grand Prix
14,+1 Lap,69,0,Daniel Ricciardo,Renault,2019 Hungarian Grand Prix
15,+2 Laps,68,0,Daniil Kvyat,Toro Rosso,2019 Hungarian Grand Prix
16,+2 Laps,68,0,George Russell,Williams,2019 Hungarian Grand Prix
17,+2 Laps,68,0,Lance Stroll,Racing Point,2019 Hungarian Grand Prix
18,+2 Laps,68,0,Antonio Giovinazzi,Alfa Romeo,2019 Hungarian Grand Prix
19,+3 Laps,67,0,Robert Kubica,Williams,2019 Hungarian Grand Prix
,Water pressure,49,0,Romain Grosjean,Haas F1 Team,2019 Hungarian Grand Prix
1,1:23:45.710,44,25,Charles Leclerc,Ferrari,2019 Belgian Grand Prix
2,+0.981,44,18,Lewis Hamilton,Mercedes,2019 Belgian Grand Prix
3,+12.585,44,15,Valtteri Bottas,Mercedes,2019 Belgian Grand Prix
4,+26.422,44,13,Sebastian Vettel,Ferrari,2019 Belgian Grand Prix
5,+1:21.325,44,10,Alexander Albon,Red Bull,2019 Belgian Grand Prix
6,+1:24.448,44,8,Sergio Pérez,Racing Point,2019 Belgian Grand Prix
7,+1:29.657,44,6,Daniil Kvyat,Toro Rosso,2019 Belgian Grand Prix
8,+1:46.639,44,4,Nico Hülkenberg,Renault,2019 Belgian Grand Prix
9,+1:49.168,44,2,Pierre Gasly,Toro Rosso,2019 Belgian Grand Prix
10,+1:49.838,44,1,Lance Stroll,Racing Point,2019 Belgian Grand Prix
11,Engine,43,0,Lando Norris,McLaren,2019 Belgian Grand Prix
12,+1 Lap,43,0,Kevin Magnussen,Haas F1 Team,2019 Belgian Grand Prix
13,+1 Lap,43,0,Romain Grosjean,Haas F1 Team,2019 Belgian Grand Prix
14,+1 Lap,43,0,Daniel Ricciardo,Renault,2019 Belgian Grand Prix
15,+1 Lap,43,0,George Russell,Williams,2019 Belgian Grand Prix
16,+1 Lap,43,0,Kimi Räikkönen,Alfa Romeo,2019 Belgian Grand Prix
17,+1 Lap,43,0,Robert Kubica,Williams,2019 Belgian Grand Prix
18,Accident,42,0,Antonio Giovinazzi,Alfa Romeo,2019 Belgian Grand Prix
,Power loss,1,0,Carlos Sainz,McLaren,2019 Belgian Grand Prix
,Accident,0,0,Max Verstappen,Red Bull,2019 Belgian Grand Prix
1,1:15:26.665,53,25,Charles Leclerc,Ferrari,2019 Italian Grand Prix
2,+0.835,53,18,Valtteri Bottas,Mercedes,2019 Italian Grand Prix
3,+35.199,53,16,Lewis Hamilton,Mercedes,2019 Italian Grand Prix
4,+45.515,53,12,Daniel Ricciardo,Renault,2019 Italian Grand Prix
5,+58.165,53,10,Nico Hülkenberg,Renault,2019 Italian Grand Prix
6,+59.315,53,8,Alexander Albon,Red Bull,2019 Italian Grand Prix
7,+1:13.802,53,6,Sergio Pérez,Racing Point,2019 Italian Grand Prix
8,+1:14.492,53,4,Max Verstappen,Red Bull,2019 Italian Grand Prix
9,+1 Lap,52,2,Antonio Giovinazzi,Alfa Romeo,2019 Italian Grand Prix
10,+1 Lap,52,1,Lando Norris,McLaren,2019 Italian Grand Prix
11,+1 Lap,52,0,Pierre Gasly,Toro Rosso,2019 Italian Grand Prix
12,+1 Lap,52,0,Lance Stroll,Racing Point,2019 Italian Grand Prix
13,+1 Lap,52,0,Sebastian Vettel,Ferrari,2019 Italian Grand Prix
14,+1 Lap,52,0,George Russell,Williams,2019 Italian Grand Prix
15,+1 Lap,52,0,Kimi Räikkönen,Alfa Romeo,2019 Italian Grand Prix
16,+1 Lap,52,0,Romain Grosjean,Haas F1 Team,2019 Italian Grand Prix
17,+2 Laps,51,0,Robert Kubica,Williams,2019 Italian Grand Prix
,Hydraulics,43,0,Kevin Magnussen,Haas F1 Team,2019 Italian Grand Prix
,Engine,29,0,Daniil Kvyat,Toro Rosso,2019 Italian Grand Prix
,Wheel,27,0,Carlos Sainz,McLaren,2019 Italian Grand Prix
1,1:58:33.667,61,25,Sebastian Vettel,Ferrari,2019 Singapore Grand Prix
2,+2.641,61,18,Charles Leclerc,Ferrari,2019 Singapore Grand Prix
3,+3.821,61,15,Max Verstappen,Red Bull,2019 Singapore Grand Prix
4,+4.608,61,12,Lewis Hamilton,Mercedes,2019 Singapore Grand Prix
5,+6.119,61,10,Valtteri Bottas,Mercedes,2019 Singapore Grand Prix
6,+11.663,61,8,Alexander Albon,Red Bull,2019 Singapore Grand Prix
7,+14.769,61,6,Lando Norris,McLaren,2019 Singapore Grand Prix
8,+15.547,61,4,Pierre Gasly,Toro Rosso,2019 Singapore Grand Prix
9,+16.718,61,2,Nico Hülkenberg,Renault,2019 Singapore Grand Prix
10,+27.855,61,1,Antonio Giovinazzi,Alfa Romeo,2019 Singapore Grand Prix
11,+35.436,61,0,Romain Grosjean,Haas F1 Team,2019 Singapore Grand Prix
12,+35.974,61,0,Carlos Sainz,McLaren,2019 Singapore Grand Prix
13,+36.419,61,0,Lance Stroll,Racing Point,2019 Singapore Grand Prix
14,+37.660,61,0,Daniel Ricciardo,Renault,2019 Singapore Grand Prix
15,+38.178,61,0,Daniil Kvyat,Toro Rosso,2019 Singapore Grand Prix
16,+47.024,61,0,Robert Kubica,Williams,2019 Singapore Grand Prix
17,+1:26.522,61,0,Kevin Magnussen,Haas F1 Team,2019 Singapore Grand Prix
,Collision,49,0,Kimi Räikkönen,Alfa Romeo,2019 Singapore Grand Prix
,Engine,42,0,Sergio Pérez,Racing Point,2019 Singapore Grand Prix
,Collision,34,0,George Russell,Williams,2019 Singapore Grand Prix
1,1:33:38.992,53,26,Lewis Hamilton,Mercedes,2019 Russian Grand Prix
2,+3.829,53,18,Valtteri Bottas,Mercedes,2019 Russian Grand Prix
3,+5.212,53,15,Charles Leclerc,Ferrari,2019 Russian Grand Prix
4,+14.210,53,12,Max Verstappen,Red Bull,2019 Russian Grand Prix
5,+38.348,53,10,Alexander Albon,Red Bull,2019 Russian Grand Prix
6,+45.889,53,8,Carlos Sainz,McLaren,2019 Russian Grand Prix
7,+48.728,53,6,Sergio Pérez,Racing Point,2019 Russian Grand Prix
8,+57.749,53,4,Lando Norris,McLaren,2019 Russian Grand Prix
9,+58.779,53,2,Kevin Magnussen,Haas F1 Team,2019 Russian Grand Prix
10,+59.841,53,1,Nico Hülkenberg,Renault,2019 Russian Grand Prix
11,+1:00.821,53,0,Lance Stroll,Racing Point,2019 Russian Grand Prix
12,+1:02.496,53,0,Daniil Kvyat,Toro Rosso,2019 Russian Grand Prix
13,+1:08.910,53,0,Kimi Räikkönen,Alfa Romeo,2019 Russian Grand Prix
14,+1:10.076,53,0,Pierre Gasly,Toro Rosso,2019 Russian Grand Prix
15,+1:13.346,53,0,Antonio Giovinazzi,Alfa Romeo,2019 Russian Grand Prix
,Brakes,28,0,Robert Kubica,Williams,2019 Russian Grand Prix
,Brakes,27,0,George Russell,Williams,2019 Russian Grand Prix
,Power loss,26,0,Sebastian Vettel,Ferrari,2019 Russian Grand Prix
,Collision,24,0,Daniel Ricciardo,Renault,2019 Russian Grand Prix
,Collision,0,0,Romain Grosjean,Haas F1 Team,2019 Russian Grand Prix
1,1:21:46.755,52,25,Valtteri Bottas,Mercedes,2019 Japanese Grand Prix
2,+13.343,52,18,Sebastian Vettel,Ferrari,2019 Japanese Grand Prix
3,+13.858,52,16,Lewis Hamilton,Mercedes,2019 Japanese Grand Prix
4,+59.537,52,12,Alexander Albon,Red Bull,2019 Japanese Grand Prix
5,+1:09.101,52,10,Carlos Sainz,McLaren,2019 Japanese Grand Prix
6,+1 Lap,51,8,Charles Leclerc,Ferrari,2019 Japanese Grand Prix
7,+1 Lap,51,6,Pierre Gasly,Toro Rosso,2019 Japanese Grand Prix
8,+1 Lap,51,4,Sergio Pérez,Racing Point,2019 Japanese Grand Prix
9,+1 Lap,51,2,Lance Stroll,Racing Point,2019 Japanese Grand Prix
10,+1 Lap,51,1,Daniil Kvyat,Toro Rosso,2019 Japanese Grand Prix
,Disqualified,51,0,Daniel Ricciardo,Renault,2019 Japanese Grand Prix
,Disqualified,51,0,Nico Hülkenberg,Renault,2019 Japanese Grand Prix
11,+1 Lap,51,0,Lando Norris,McLaren,2019 Japanese Grand Prix
12,+1 Lap,51,0,Kimi Räikkönen,Alfa Romeo,2019 Japanese Grand Prix
13,+1 Lap,51,0,Romain Grosjean,Haas F1 Team,2019 Japanese Grand Prix
14,+1 Lap,51,0,Antonio Giovinazzi,Alfa Romeo,2019 Japanese Grand Prix
15,+1 Lap,51,0,Kevin Magnussen,Haas F1 Team,2019 Japanese Grand Prix
16,+2 Laps,50,0,Robert Kubica,Williams,2019 Japanese Grand Prix
16,+2 Laps,50,0,George Russell,Williams,2019 Japanese Grand Prix
,Brakes,14,0,Max Verstappen,Red Bull,2019 Japanese Grand Prix
1,1:36:48.904,71,25,Lewis Hamilton,Mercedes,2019 Mexican Grand Prix
2,+1.766,71,18,Sebastian Vettel,Ferrari,2019 Mexican Grand Prix
3,+3.553,71,15,Valtteri Bottas,Mercedes,2019 Mexican Grand Prix
4,+6.368,71,13,Charles Leclerc,Ferrari,2019 Mexican Grand Prix
5,+21.399,71,10,Alexander Albon,Red Bull,2019 Mexican Grand Prix
6,+1:08.807,71,8,Max Verstappen,Red Bull,2019 Mexican Grand Prix
7,+1:13.819,71,6,Sergio Pérez,Racing Point,2019 Mexican Grand Prix
8,+1:14.924,71,4,Daniel Ricciardo,Renault,2019 Mexican Grand Prix
9,+1 Lap,70,2,Pierre Gasly,Toro Rosso,2019 Mexican Grand Prix
10,+1 Lap,70,1,Nico Hülkenberg,Renault,2019 Mexican Grand Prix
11,+1 Lap,70,0,Daniil Kvyat,Toro Rosso,2019 Mexican Grand Prix
12,+1 Lap,70,0,Lance Stroll,Racing Point,2019 Mexican Grand Prix
13,+1 Lap,70,0,Carlos Sainz,McLaren,2019 Mexican Grand Prix
14,+1 Lap,70,0,Antonio Giovinazzi,Alfa Romeo,2019 Mexican Grand Prix
15,+2 Laps,69,0,Kevin Magnussen,Haas F1 Team,2019 Mexican Grand Prix
